"","location","YEAR","longitude","latitude","SSYR","location_name","wt_project_full_nm","site","quadrant","Type_","Status","LandCover_NonVeg_v1.150m","LandCover_Veg_v1.150m","LandCover_VegNonTreed_v1.150m","LandCover_VegTreed_v1.150m","Species_Abie_Ama_v1.150m","Species_Abie_Bal_v1.150m","Species_Abie_Las_v1.150m","Species_Abie_Spp_v1.150m","Species_Acer_Mac_v1.150m","Species_Acer_Neg_v1.150m","Species_Acer_Pen_v1.150m","Species_Acer_Rub_v1.150m","Species_Acer_Sac_v1.150m","Species_Acer_Sah_v1.150m","Species_Acer_Spi_v1.150m","Species_Acer_Spp_v1.150m","Species_Alnu_Rub_v1.150m","Species_Alnu_Spp_v1.150m","Species_Arbu_Men_v1.150m","Species_Betu_All_v1.150m","Species_Betu_Pap_v1.150m","Species_Betu_Pop_v1.150m","Species_Betu_Spp_v1.150m","Species_Carp_Car_v1.150m","Species_Cary_Cor_v1.150m","Species_Cham_Noo_v1.150m","Species_Fagu_Gra_v1.150m","Species_Frax_Ame_v1.150m","Species_Frax_Nig_v1.150m","Species_Frax_Pen_v1.150m","Species_Genc_Spp_v1.150m","Species_Genh_Spp_v1.150m","Species_Jugl_Cin_v1.150m","Species_Jugl_Nig_v1.150m","Species_Juni_Vir_v1.150m","Species_Lari_Lar_v1.150m","Species_Lari_Lya_v1.150m","Species_Lari_Occ_v1.150m","Species_Lari_Spp_v1.150m","Species_Malu_Spp_v1.150m","Species_Ostr_Vir_v1.150m","Species_Pice_Abi_v1.150m","Species_Pice_Eng_v1.150m","Species_Pice_Gla_v1.150m","Species_Pice_Mar_v1.150m","Species_Pice_Rub_v1.150m","Species_Pice_Sit_v1.150m","Species_Pice_Spp_v1.150m","Species_Pinu_Alb_v1.150m","Species_Pinu_Ban_v1.150m","Species_Pinu_Con_v1.150m","Species_Pinu_Mon_v1.150m","Species_Pinu_Pon_v1.150m","Species_Pinu_Res_v1.150m","Species_Pinu_Spp_v1.150m","Species_Pinu_Str_v1.150m","Species_Pinu_Syl_v1.150m","Species_Popu_Bal_v1.150m","Species_Popu_Gra_v1.150m","Species_Popu_Spp_v1.150m","Species_Popu_Tre_v1.150m","Species_Popu_Tri_v1.150m","Species_Prun_Pen_v1.150m","Species_Prun_Ser_v1.150m","Species_Pseu_Men_v1.150m","Species_Quer_Alb_v1.150m","Species_Quer_Mac_v1.150m","Species_Quer_Rub_v1.150m","Species_Quer_Spp_v1.150m","Species_Sali_Spp_v1.150m","Species_Sorb_Ame_v1.150m","Species_Thuj_Occ_v1.150m","Species_Thuj_Pli_v1.150m","Species_Tili_Ame_v1.150m","Species_Tsug_Can_v1.150m","Species_Tsug_Het_v1.150m","Species_Tsug_Mer_v1.150m","Species_Tsug_Spp_v1.150m","Species_Ulmu_Ame_v1.150m","SpeciesGroups_Broadleaf_Spp_v1.150m","SpeciesGroups_Needleleaf_Spp_v1.150m","SpeciesGroups_Unknown_Spp_v1.150m","Structure_Biomass_Branch_v1.150m","Structure_Biomass_Foliage_v1.150m","Structure_Biomass_StemBark_v1.150m","Structure_Biomass_StemWood_v1.150m","Structure_Biomass_TotalDead_v1.150m","Structure_Biomass_TotalLiveAboveGround_v1.150m","Structure_Stand_Age_v1.150m","Structure_Stand_CrownClosure_v1.150m","Structure_Stand_Height_v1.150m","Structure_Volume_Merch_v1.150m","Structure_Volume_Total_v1.150m","LandCover_NonVeg_v1.565m","LandCover_Veg_v1.565m","LandCover_VegNonTreed_v1.565m","LandCover_VegTreed_v1.565m","Species_Abie_Ama_v1.565m","Species_Abie_Bal_v1.565m","Species_Abie_Las_v1.565m","Species_Abie_Spp_v1.565m","Species_Acer_Mac_v1.565m","Species_Acer_Neg_v1.565m","Species_Acer_Pen_v1.565m","Species_Acer_Rub_v1.565m","Species_Acer_Sac_v1.565m","Species_Acer_Sah_v1.565m","Species_Acer_Spi_v1.565m","Species_Acer_Spp_v1.565m","Species_Alnu_Rub_v1.565m","Species_Alnu_Spp_v1.565m","Species_Arbu_Men_v1.565m","Species_Betu_All_v1.565m","Species_Betu_Pap_v1.565m","Species_Betu_Pop_v1.565m","Species_Betu_Spp_v1.565m","Species_Carp_Car_v1.565m","Species_Cary_Cor_v1.565m","Species_Cham_Noo_v1.565m","Species_Fagu_Gra_v1.565m","Species_Frax_Ame_v1.565m","Species_Frax_Nig_v1.565m","Species_Frax_Pen_v1.565m","Species_Genc_Spp_v1.565m","Species_Genh_Spp_v1.565m","Species_Jugl_Cin_v1.565m","Species_Jugl_Nig_v1.565m","Species_Juni_Vir_v1.565m","Species_Lari_Lar_v1.565m","Species_Lari_Lya_v1.565m","Species_Lari_Occ_v1.565m","Species_Lari_Spp_v1.565m","Species_Malu_Spp_v1.565m","Species_Ostr_Vir_v1.565m","Species_Pice_Abi_v1.565m","Species_Pice_Eng_v1.565m","Species_Pice_Gla_v1.565m","Species_Pice_Mar_v1.565m","Species_Pice_Rub_v1.565m","Species_Pice_Sit_v1.565m","Species_Pice_Spp_v1.565m","Species_Pinu_Alb_v1.565m","Species_Pinu_Ban_v1.565m","Species_Pinu_Con_v1.565m","Species_Pinu_Mon_v1.565m","Species_Pinu_Pon_v1.565m","Species_Pinu_Res_v1.565m","Species_Pinu_Spp_v1.565m","Species_Pinu_Str_v1.565m","Species_Pinu_Syl_v1.565m","Species_Popu_Bal_v1.565m","Species_Popu_Gra_v1.565m","Species_Popu_Spp_v1.565m","Species_Popu_Tre_v1.565m","Species_Popu_Tri_v1.565m","Species_Prun_Pen_v1.565m","Species_Prun_Ser_v1.565m","Species_Pseu_Men_v1.565m","Species_Quer_Alb_v1.565m","Species_Quer_Mac_v1.565m","Species_Quer_Rub_v1.565m","Species_Quer_Spp_v1.565m","Species_Sali_Spp_v1.565m","Species_Sorb_Ame_v1.565m","Species_Thuj_Occ_v1.565m","Species_Thuj_Pli_v1.565m","Species_Tili_Ame_v1.565m","Species_Tsug_Can_v1.565m","Species_Tsug_Het_v1.565m","Species_Tsug_Mer_v1.565m","Species_Tsug_Spp_v1.565m","Species_Ulmu_Ame_v1.565m","SpeciesGroups_Broadleaf_Spp_v1.565m","SpeciesGroups_Needleleaf_Spp_v1.565m","SpeciesGroups_Unknown_Spp_v1.565m","Structure_Biomass_Branch_v1.565m","Structure_Biomass_Foliage_v1.565m","Structure_Biomass_StemBark_v1.565m","Structure_Biomass_StemWood_v1.565m","Structure_Biomass_TotalDead_v1.565m","Structure_Biomass_TotalLiveAboveGround_v1.565m","Structure_Stand_Age_v1.565m","Structure_Stand_CrownClosure_v1.565m","Structure_Stand_Height_v1.565m","Structure_Volume_Merch_v1.565m","Structure_Volume_Total_v1.565m"
"1047","1564-SE",2018,-114.643822,50.201839,"1564-SE-2018","1564-SE","Ecosystem Health 2018",1564,"SE","Terrestrial","Controlled",0,100,0,100,0,0,11.1033334732056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,57.6633338928223,0,0,0,0,0,0,0,2.74666666984558,0,0,0,24.046667098999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9966659545898,0,11.8066673278809,9.39000034332275,11.3000001907349,80.75,5.58333349227905,113.24333190918,243.116668701172,63.466667175293,16.9099998474121,133.589996337891,194.339996337891,0.755555534362793,99.2444442749023,1.55555559794108,97.688889058431,0,0,21.4973338445028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66200017929077,0,0,0,0,0,46.8819994608561,17.8346677184105,0,0,0,0,0.0493333339691162,0,4.99799991846085,0,0,0,3.57555554310481,0,0,1.95599999427795,0,0,0,0,0,0,0.389999985694885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95599999427795,97.886887105306,0.154666662216187,12.7386668523153,8.82844416300456,10.0068891525269,72.2266688028971,8.68711109161377,103.795776875814,215.865111287435,63.1995552062988,18.4448891957601,139.231777445475,190.475556437174
"1048","1564-SW",2018,-114.643822,50.201839,"1564-SW-2018","1564-SW","Ecosystem Health 2018",1564,"SW","Terrestrial","Controlled",0,100,0,100,0,0,16.6400012969971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,77.7099990844727,0.28999999165535,0,0,0,0,0,0,0,0,0,0,0.923333346843719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9966659545898,0,12.1533336639404,9.01666641235352,10.0566673278809,70.0100021362305,7.08333349227905,101.230003356934,247.143325805664,52.9799995422363,19.4799995422363,134.873336791992,180.959991455078,0,100,0,100,0,0,17.5195562362671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,60.6059991200765,8.70044493079186,0,0,0,0,0,0,2.25733327070872,0,0,0,5.60955550273259,0,0,0.869333330790202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869333330790202,99.126665242513,0,11.5451113382975,8.51133321126302,9.93000043233236,69.7980016072591,6.57377792994181,99.7773345947266,221.520664469401,58.3906661987305,18.395333480835,130.40733388265,179.113999430339
"1049","1565-NE",2018,-114.349693,50.150188,"1565-NE-2018","1565-NE","Ecosystem Health 2018",1565,"NE","Terrestrial","Controlled",0,100,31.6666660308838,68.3333358764648,0,0,8.53333377838135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9466667175293,0,0,0,0,29.9400005340576,0.936666667461395,0,0,0,0,0,0,34.3533325195312,0,0,0,11.3400001525879,0,0,0.476666659116745,0,0,3.34999990463257,0,0,0,2.3033332824707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82666659355164,92.3533325195312,3.81666660308838,5.13000011444092,4.28999996185303,5.09666681289673,36.6133346557617,8.13666725158691,51.1300010681152,70.5133361816406,35.9833335876465,13.4166669845581,39.593334197998,85.5,0,100,18.8333331644535,81.1666676998138,0,0,5.61395841836929,0.956666648387909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24354193359613,1.09875002503395,0,0,0,11.267916791141,1.98645836859941,0,0,0,2.73875001072884,0.178749993443489,0,27.0316667854786,0,0,0,19.7283334136009,0,0,8.90374990180135,0,0,3.64604168850929,0,0,0,8.090416431427,0,0,0,0,0,0,0,0.0504166670143604,0,0,0,0,0,0,12.5497917495668,82.9852075576782,4.46145823597908,8.95916686952114,6.0312500372529,8.06562501937151,55.8281255364418,12.1708333790302,78.8837516307831,74.2122925519943,44.7470833063126,15.1970835328102,69.2270841002464,126.375000953674
"1050","1565-NW",2018,-114.349693,50.150188,"1565-NW-2018","1565-NW","Ecosystem Health 2018",1565,"NW","Terrestrial","Controlled",0,100,2.93333339691162,97.066667175293,0,0,8.05733337402344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9320011138916,1.80599999427795,0,0,0,1.43666665554047,0.458666670322418,0,0,0,2.91466674804688,0,0,19.8946664810181,0,0,0,18.9600006103516,0,0,14.6966667175293,0,0,0.900666642189026,0,0,0,17.6539993286133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5973335266113,84.112663269043,0.289999985694885,17.020666885376,9.91933355331421,14.0406665802002,94.910001373291,24.1406669616699,135.888671875,85.3680023193359,55.8206665039063,18.0100006103516,137.73733215332,213.498672485352,0,100,11.6041665747762,88.3958346843719,0,0,6.63583341240883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37520870566368,1.31687499582767,0,0,0,6.31812500953674,1.63583334162831,0.0618750005960464,0,0,2.03000004589558,0,0,24.1441667973995,0,0,0,23.271874897182,0,0,13.4070832524449,0,0,2.86270827800035,0,0,0,11.6637495458126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2697915136814,82.4527063369751,1.27541663870215,11.536041945219,7.23104174435139,9.93479153513908,67.2129175662994,16.0472917258739,95.9143762588501,79.1439595222473,49.1524999141693,16.4279170036316,89.3504178524017,152.886043071747
"1051","1565-SE",2018,-114.349693,50.150188,"1565-SE-2018","1565-SE","Ecosystem Health 2018",1565,"SE","Terrestrial","Controlled",0,100,29.3333330154419,70.6666679382324,0,0,4.26666676998138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47333335876465,0,0,0,0,14.9699997901917,1.78500005602837,0,0,0,0,0,0,45.8933334350586,0,0,0,17.0500001907349,0,0,4.52333317697048,0,0,4.79999995231628,0,0,0,1.15166664123535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32333326339722,87.5900001525879,3.08333337306976,5.49500012397766,4.64833331108093,5.95000004768372,44.7516651153564,8.32333326339722,60.8466663360596,73.1549987792969,39.1666679382324,15.1633329391479,49.7933349609375,105.268333435059,0,100,16.2708334177732,83.7291676998138,0,0,3.32125000655651,1.43499997258186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96541678905487,1.27187503874302,0,0,0,9.97124998643994,2.04979170113802,0.0618750005960464,0,0,2.66854166984558,0,0,32.6287503838539,0,0,0,22.1160416603088,0,0,9.97499986365438,0,0,3.66562494635582,0,0,0,7.13624975085258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.640624910593,84.6258325576782,1.73041666299105,8.93937519192696,6.28416664898396,8.26666665077209,58.1095833778381,11.8639582693577,81.600417137146,75.1668748855591,47.3654172420502,15.4220833778381,70.4450018405914,132.275000095367
"1052","1565-SW",2018,-114.349693,50.150188,"1565-SW-2018","1565-SW","Ecosystem Health 2018",1565,"SW","Terrestrial","Controlled",0,100,1.66666662693024,98.3333358764648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00999999046326,0,0,0,0,1.6966667175293,0,0,0,0,0,0,9.03333377838135,0,0,0,39.7799987792969,0,0,23.2666664123535,0,0,1.73000001907349,0,0,0,21.2899990081787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9966659545898,74.8099975585938,0.189999997615814,13.216667175293,7.70333337783813,11.3099994659424,74.3300018310547,15.7666664123535,106.559997558594,78.6366653442383,57.3699989318848,17.0200004577637,96.7000045776367,164.986663818359,0,100,14.098039262435,85.9019613826976,0,0,4.37764714745914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96745131997501,0.885294114842134,0,0,0,7.46725491215201,1.90450982837116,0.0582352946786319,0,0,0.85725492589614,0,0,25.462941309985,0,0,0,26.343921661377,0,0,14.519215576789,0,0,3.36980382835164,0,0,0,8.23901928172392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8890195453868,80.5631359324736,1.54549018074484,9.4254903793335,6.13823530253242,9.01549013923196,61.58078474157,13.6852943196016,86.1598048490636,76.0178438074448,48.7096084145939,15.7439219530891,79.0290210948271,141.852746402516
"1087","1580-NE",2018,-110.293648,49.631435,"1580-NE-2018","1580-NE","Ecosystem Health 2018",1580,"NE","Terrestrial","Controlled",0,100,36.6666679382324,63.3333320617676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.503333568573,0,0,0,0,2.91333317756653,2.49000000953674,0,0,0,0,0,0,40.5166664123535,0,0,0,1.61666667461395,0,0,0,0,0,19.7133331298828,0,0,0,22.7899990081787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7133331298828,76.8300018310547,3.45333337783813,9.04333305358887,6.17000007629395,7.95666694641113,53.6666641235352,6.80999994277954,76.836669921875,74.4133377075195,40.4599990844727,16.6166667938232,56.5566673278809,108.973335266113,0,100,23.4444448471069,76.5555552164713,0,0,0.869111124674479,0.888888867696126,0,0,0,0,0,0,0,0,0,0,0,0,0.0835555553436279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65466674168905,0.200666666030884,0,0,0,5.151110992829,8.66555560429891,0.258666666348775,0,0,2.28799991607666,0,0,23.5875558853149,0,0,0,13.5844442764918,0,0,1.55866663853327,0,0,22.0531107584635,0,0,0,15.7771105448405,0,0,0,0,0,0,0,0.163111114501953,0,0,0,0,0,0,23.6953333536784,74.088889058431,2.21400001744429,10.6842220942179,6.78111108144124,9.49800011316935,62.2246655782064,9.21200009981791,89.1888895670573,79.0953338623047,47.4402231852214,16.656888961792,80.9822217305501,137.944889322917
"1088","1580-SW",2018,-110.293648,49.631435,"1580-SW-2018","1580-SW","Ecosystem Health 2018",1580,"SW","Terrestrial","Controlled",0,100,89.6666641235352,10.3333330154419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5633335113525,0,0,0,0,0,0,0.0566666685044765,0,0,0,0,0,0,0,0,0,32.4133338928223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4133338928223,10.6199998855591,56.9633331298828,1.63333332538605,1.12666666507721,1.95666670799255,9.69999980926514,2.92333316802979,14.4200000762939,36.2799987792969,5.56666660308838,7.55999994277954,8.48666667938232,14.1499996185303,0.270833343267441,99.7291665077209,60.583333298564,39.1458332836628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812916696071625,0,0,0,0,0.444791654124856,18.2652080506086,0,0,0,0,0,0,1.99999995436519,0,0,0,7.49708318710327,0,0,2.41791663318872,0,0,33.8785416483879,0,0,0,5.0149998664856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2964586615562,34.0349997282028,29.6670835912228,4.65729163587093,2.77312505245209,5.29125002026558,28.655416727066,3.85729166865349,41.3804159164429,54.4197912812233,25.2756251990795,11.8087500929832,36.1043751463294,62.1952098011971
"1089","1581-NE",2018,-114.65538,50.002616,"1581-NE-2018","1581-NE","Ecosystem Health 2018",1581,"NE","Terrestrial","Controlled",0,100,0,100,0,0,11.1033334732056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,17.7899990081787,10.4166669845581,0,0,0,3.45333313941956,0,0,52.7966651916504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9966659545898,0,11.5866670608521,9.27999973297119,10.5966663360596,83.2600021362305,12.9133338928223,114.720001220703,163.316665649414,63.3533325195312,19.1866664886475,131.429992675781,211.983337402344,0.0222222228844961,99.9777776082357,0,99.9777776082357,0,0,10.9464445749919,0.0928888877232869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14088916778564,0,0,0,0,0,19.8548881530762,28.0006676991781,0,0,0,2.9960000038147,0.0164444446563721,0,29.8251107156277,0,0,0,1.60311113993327,0,0,2.39066665967305,0,0,0,0,0,0,0.129999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39066665967305,97.6062199910482,0,15.0153334935506,11.0531110127767,13.0148891448975,99.016222635905,11.150222492218,138.096447753906,200.860444132487,68.4106653849284,20.0631114959717,183.849107869466,247.13623046875
"1090","1581-NW",2018,-114.65538,50.002616,"1581-NW-2018","1581-NW","Ecosystem Health 2018",1581,"NW","Terrestrial","Controlled",0,100,0,100,0,0,12.7475001811981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,19.8691658973694,37.4725012779236,0,0,0,0,0.0616666674613953,0,21.6624999046326,0,0,0,0,0,0,3.25999999046326,0,0,0,0,0,0,0.487499982118607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25999999046326,96.7366638183594,0,15.0108332633972,10.9175000190735,13.2816667556763,98.1541652679443,9.68750023841858,137.360836029053,213.375,72.8449974060059,20.8383340835571,190.409996032715,246.397506713867,1.41666670702398,98.5833330154419,0.10416666418314,98.4791665077209,0,0.134583339095116,10.8575000166893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67520853877068,0,0,0,0,0,21.1364580094814,34.7166677713394,0,0,0,1.25,0.0462500005960464,0,20.4445832464844,0,0,0,4.50875008106232,0,0,2.85249999165535,0,0,0,0,0,0,0.365624986588955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85249999165535,97.1349973678589,0.00958333350718021,14.4900000691414,10.6322914958,12.8427084088326,95.562290430069,9.96750012040138,133.52520942688,205.313332557678,70.0624983310699,20.5743753910065,180.448956012726,238.351462364197
"1091","1581-SE",2018,-114.65538,50.002616,"1581-SE-2018","1581-SE","Ecosystem Health 2018",1581,"SE","Terrestrial","Controlled",0,100,0,100,0,0.221666678786278,11.1033334732056,0.348333328962326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,17.7899990081787,4.61500024795532,0,0,0,5.40166652202606,0,0,56.0799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9966659545898,0,13.5516672134399,10.4166665077209,11.1416668891907,89.9150009155273,15.4550004005432,125.021671295166,163,64.6916656494141,18.7666664123535,141.196670532227,225.583335876465,0.020833333954215,99.9791665077209,0,99.9791665077209,0,0.217708338052034,22.1364586353302,0.459166672080755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15937528014183,0,0,0,0,0,26.6039582490921,17.7810423374176,0,0,0,3.66375003755093,1.47374996542931,0,21.9531250186265,0,0,0,0,0,0,1.42624999582767,0,0,0,0,0,0,0.121874995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42624999582767,98.5699982643127,0,15.6887502074242,11.2008332014084,12.0120835900307,87.7491683959961,14.3266669511795,126.647501468658,174.734376907349,60.6277077198029,18.2895834445953,156.510210990906,220.795629501343
"1092","1581-SW",2018,-114.65538,50.002616,"1581-SW-2018","1581-SW","Ecosystem Health 2018",1581,"SW","Terrestrial","Controlled",0,100,0,100,0,1.07666671276093,34.4366683959961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43666696548462,0,0,0,0,0,24.4566669464111,14.1766662597656,0,0,0,0,3.33333325386047,0,18.0766658782959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9933319091797,0,13.8100004196167,10.0733337402344,9.99666690826416,68.1033325195312,16.3066673278809,101.980003356934,137.893341064453,52.3866653442383,16.5133323669434,105.563339233398,170.903335571289,19.6888888895512,80.3111107031504,3.33333324591319,76.9777776877085,0,0.383333339293798,20.6575554847717,0.719111124674479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15355516672134,0,0,0,0,0,24.7977780977885,15.7346670150757,0,0,0,1.56844450632731,2.48133333524068,0,20.0208882808685,0,0,0,1.60311113993327,0,0,0.651999998092651,0,0,0,0,0,0,0.17488888502121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651999998092651,97.2944422403971,2.05066656867663,11.1020000557105,7.98133322993914,8.58688888947169,62.0226672013601,10.8582222938538,89.6926660378774,149.12200088501,45.9222217241923,16.4622221946716,104.937555780013,155.418889633815
"1131","16-NE",2017,-111.459206,59.737674,"16-NE-2017","16-NE","Ecosystem Health 2017",16,"NE","Terrestrial","Controlled",29,71,7.66666650772095,63.3333320617676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93333339691162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6633338928223,0,0,0,0,0,0,0,0,0,0,0.0433333329856396,0,0,3.93333339691162,0,0,25.6533336639404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5200004577637,46.7066650390625,19.7666664123535,4.72000026702881,2.8733332157135,4.08666658401489,21.8266658782959,4.5,33.5166664123535,42.4133338928223,47.2799987792969,11.7399997711182,29.0233325958252,66.6266708374023,47.7843143659479,52.2156864334555,16.8431371520547,35.3725488606621,0,0.0817647050408756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707647070726928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25450994644095,0,0,0,0,0,0,0,11.7149020924288,15.4749020408182,0,0,0,0,2.25098051744349,0,0,0,0,0.0856862771598732,0,0,1.47843136506922,0,0,28.4799988971037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6660777260275,32.8627448923448,24.7052925895242,1.25235296068165,0.96490195955095,1.58588230325019,8.10274500838097,1.3888235236792,11.9068627427606,34.8578431466047,21.9584311176749,5.80117648489335,7.01490198864656,19.6517648977392
"1132","16-NW",2017,-111.459206,59.737674,"16-NW-2017","16-NW","Ecosystem Health 2017",16,"NW","Terrestrial","Controlled",88.3333358764648,11.6666669845581,1.33333337306976,10.3333330154419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666650772095,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2833337783813,0,0,79.803337097168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.086669921875,6.66666650772095,0.246666669845581,0.893333315849304,0.266666650772095,1.6800000667572,6.55999994277954,1.09666669368744,9.39333343505859,66.4599990844727,6.75,16.6166667938232,8.91666698455811,15.5,43.7777782917023,56.2222225189209,23.7999998569489,32.4222218195597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480000021557013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07733334799608,0,0,0,0,0,0,0,19.8766664822896,9.16977783838908,0,0,0,0,0.893777815500895,0,0,0,0,0,0,0,2.65666672388713,0,0,27.1164450486501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8211114724477,35.0175557136536,21.8279986739159,1.04488889376322,1.02133333484332,1.85155557096004,10.1206668456395,1.6186666627725,14.0371111234029,46.8104436238607,21.5906667232513,8.70622227986654,12.9162221511205,26.3955554644267
